ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5092376,F,Y,Y,0,157132.74030718798,Higher education,Widow,With parents,-12410,-1825,0,0,0,Realty agents,2
5971065,F,Y,Y,1,50106.062949208186,Higher education,Widow,House / apartment,-15695,-9125,0,1,0,Realty agents,3
5393608,M,Y,N,0,261083.54609549625,Higher education,Divorced,House / apartment,-11315,365243,0,1,0,Cleaning staff,1
5105758,M,Y,N,0,190797.5245196672,Secondary / secondary special,Widow,House / apartment,-21535,-1460,0,1,0,High skill tech staff,2
5494034,M,N,Y,1,274822.15456658334,Higher education,Widow,House / apartment,-22630,-5475,0,0,0,HR staff,3
5287574,F,Y,Y,1,50022.84559686817,Secondary / secondary special,Widow,House / apartment,-13140,-5110,0,0,0,Security staff,2
5920623,F,Y,Y,2,342066.6268721424,Secondary / secondary special,Widow,House / apartment,-7665,-365,0,0,0,,3
5116592,F,Y,N,1,156954.20823535428,Lower secondary,Single / not married,House / apartment,-10950,-5840,0,0,0,Cleaning staff,3
5924238,F,Y,Y,0,249135.94143122662,Incomplete higher,Divorced,House / apartment,-19345,-9125,0,0,0,Laborers,1
5305340,M,Y,Y,0,308501.8441043077,Secondary / secondary special,Civil marriage,House / apartment,-16060,-10220,0,0,0,HR staff,2
5057393,F,Y,N,0,92994.8793761062,Higher education,Civil marriage,Rented apartment,-17155,-4015,0,0,0,Waiters/Barmen staff,1
5467427,F,N,N,0,165490.76690197282,Secondary / secondary special,Divorced,Municipal apartment,-17885,-7300,0,0,0,Cooking staff,2
5752403,F,N,Y,0,139678.78143670826,Secondary / secondary special,Civil marriage,House / apartment,-18615,-2555,0,1,0,Secretaries,1
5999560,F,N,N,0,208522.96803182457,Secondary / secondary special,Civil marriage,House / apartment,-14600,365243,0,0,0,Low-skill Laborers,1
5340825,M,N,Y,0,275396.84499601246,Secondary / secondary special,Civil marriage,House / apartment,-13505,-1460,0,1,0,Laborers,2
5037915,M,N,N,0,142081.81535976924,Secondary / secondary special,Single / not married,House / apartment,-11315,-4745,0,0,0,Medicine staff,1
5681605,M,N,N,0,105306.55948031027,Secondary / secondary special,Divorced,House / apartment,-18615,-6205,0,0,0,Sales staff,2
5585984,M,Y,Y,0,211966.37115794147,Higher education,Divorced,House / apartment,-18980,-6570,0,0,0,IT staff,2
5918230,M,N,N,0,349369.3649311212,Secondary / secondary special,Single / not married,House / apartment,-12410,-10585,0,0,0,Waiters/Barmen staff,1
5806084,M,Y,N,0,197064.90915741498,Secondary / secondary special,Single / not married,Rented apartment,-14965,-4015,0,0,0,Cleaning staff,2
5717036,M,Y,Y,0,273107.5987863968,Incomplete higher,Civil marriage,House / apartment,-13505,-8395,0,1,0,Medicine staff,1
5649112,M,Y,N,0,104390.58888693865,Higher education,Divorced,House / apartment,-21535,-4015,0,1,0,Medicine staff,2
5455034,M,N,N,0,111971.43016264359,Secondary / secondary special,Civil marriage,House / apartment,-17520,-365,0,0,0,Low-skill Laborers,2
5166473,F,N,N,2,185257.20453583184,Secondary / secondary special,Married,House / apartment,-9490,-6935,0,0,0,Accountants,4
5646512,M,Y,N,0,258889.39572609737,Higher education,Divorced,House / apartment,-12410,-1825,1,0,0,Realty agents,2
5337830,F,N,Y,1,130568.54550633708,Incomplete higher,Civil marriage,House / apartment,-18250,-8760,0,1,0,Sales staff,3
5030375,F,N,N,0,248185.416880365,Secondary / secondary special,Married,House / apartment,-10585,0,1,0,1,Medicine staff,2
5064290,F,N,Y,0,120574.71427134053,Higher education,Single / not married,Office apartment,-17155,-8760,1,1,0,Medicine staff,2
5405715,F,N,N,0,49299.459032206556,Higher education,Civil marriage,House / apartment,-11315,-6570,1,0,0,Drivers,2
5139427,F,Y,N,0,227367.27576339955,Secondary / secondary special,Widow,House / apartment,-10585,365243,0,0,0,Laborers,2
5507442,M,Y,Y,0,254966.0583699785,Secondary / secondary special,Single / not married,House / apartment,-21170,-365,0,1,0,Medicine staff,1
5132693,M,Y,Y,0,99178.38750694765,Higher education,Civil marriage,House / apartment,-19345,-1095,0,0,1,Medicine staff,2
5936791,M,N,Y,2,304532.2144470606,Incomplete higher,Single / not married,House / apartment,-16425,-5840,0,0,0,Managers,4
5513268,M,N,Y,2,124612.56235735718,Secondary / secondary special,Widow,House / apartment,-17520,0,0,0,0,HR staff,4
5742336,F,Y,N,0,146637.4837979719,Secondary / secondary special,Widow,Rented apartment,-22995,-3650,1,1,0,Medicine staff,1
5721135,M,Y,Y,1,251048.22338220602,Secondary / secondary special,Single / not married,House / apartment,-17155,-8760,0,0,0,,3
5751313,M,N,N,0,106711.04654736677,Higher education,Single / not married,House / apartment,-8030,365243,0,0,0,IT staff,1
5166877,F,N,Y,1,216166.06100496845,Secondary / secondary special,Single / not married,Municipal apartment,-18250,-8395,0,0,0,Accountants,3
5023285,M,N,N,0,135656.79686130836,Secondary / secondary special,Widow,House / apartment,-13505,-2920,0,0,0,Laborers,2
5510044,F,Y,N,1,65627.8385592364,Higher education,Widow,House / apartment,-15330,-4015,0,1,0,High skill tech staff,3
5253943,F,Y,N,0,255517.59270739838,Incomplete higher,Divorced,House / apartment,-21900,-5840,0,0,0,Medicine staff,1
5903553,M,Y,N,0,59678.37550954018,Secondary / secondary special,Civil marriage,With parents,-9125,-6935,1,0,0,Realty agents,2
5166604,F,Y,N,0,531126.5383626553,Secondary / secondary special,Divorced,House / apartment,-16790,0,0,1,0,HR staff,2
5158683,M,N,Y,0,109029.0656263843,Incomplete higher,Divorced,House / apartment,-15330,-3285,0,0,0,Low-skill Laborers,2
5395978,F,N,Y,0,63384.167568512064,Higher education,Widow,With parents,-8760,-2555,1,1,0,Waiters/Barmen staff,2
5009954,M,N,Y,0,73337.12135422698,Secondary / secondary special,Widow,House / apartment,-14965,-5110,0,1,0,Managers,2
5855214,F,N,Y,1,89966.38579557033,Higher education,Single / not married,House / apartment,-18980,-7300,0,0,0,Cleaning staff,3
5630091,F,N,N,1,59838.7217680195,Incomplete higher,Single / not married,House / apartment,-12410,-10585,0,0,0,Laborers,2
5761263,M,Y,N,0,150643.78744202942,Secondary / secondary special,Single / not married,With parents,-16425,-6935,0,0,0,Drivers,2
5108149,F,N,Y,0,70199.88452454598,Secondary / secondary special,Single / not married,House / apartment,-23360,-8030,0,0,0,Cleaning staff,2
5349138,M,Y,Y,0,267498.1022742067,Secondary / secondary special,Civil marriage,House / apartment,-21900,-3285,0,0,0,Secretaries,2
5987780,F,N,Y,0,82224.10125142428,Secondary / secondary special,Married,House / apartment,-10950,-730,0,0,0,,2
5804754,F,Y,Y,0,99158.99090098082,Secondary / secondary special,Married,House / apartment,-20075,-4745,1,0,1,High skill tech staff,1
5332468,F,N,Y,1,148303.105480037,Higher education,Widow,House / apartment,-23360,-2555,1,0,0,Secretaries,2
5629264,M,Y,Y,2,164421.10496500874,Lower secondary,Divorced,House / apartment,-12410,-6935,0,0,0,High skill tech staff,3
5566363,F,Y,Y,0,261149.41058055332,Higher education,Widow,House / apartment,-22265,-9855,0,0,0,Secretaries,2
5577929,M,N,Y,0,236601.58210813993,Incomplete higher,Civil marriage,House / apartment,-12045,-3285,0,0,1,Waiters/Barmen staff,2
5001710,F,Y,N,2,169268.6742677931,Higher education,Civil marriage,House / apartment,-11315,-2190,0,1,0,Drivers,3
5499234,F,Y,Y,1,128831.49845827905,Higher education,Married,House / apartment,-8760,-2555,1,0,1,Waiters/Barmen staff,3
5043754,F,Y,N,0,99142.2643232684,Secondary / secondary special,Widow,Municipal apartment,-20440,-5840,0,1,0,Sales staff,2
5738690,M,Y,N,0,111114.56873616086,Secondary / secondary special,Widow,House / apartment,-22265,365243,0,0,0,Low-skill Laborers,2
5521180,M,N,N,0,563738.5995658761,Higher education,Widow,House / apartment,-18250,-6570,0,1,0,,2
5906538,M,Y,Y,0,420360.2456636934,Secondary / secondary special,Married,House / apartment,-10220,-730,0,0,0,Sales staff,2
5988204,M,Y,Y,0,204108.43955828523,Secondary / secondary special,Divorced,House / apartment,-17520,-10585,0,1,0,Realty agents,1
5671354,M,N,Y,0,267775.82394823036,Secondary / secondary special,Divorced,House / apartment,-9125,-6935,0,0,0,Security staff,2
5964597,F,N,Y,1,38259.2421796526,Secondary / secondary special,Divorced,House / apartment,-11315,-1825,1,0,0,Managers,3
5917988,M,Y,Y,0,94545.53233523769,Incomplete higher,Widow,House / apartment,-10220,-10585,0,1,0,Medicine staff,2
5370958,F,N,N,1,194749.09670188188,Secondary / secondary special,Divorced,House / apartment,-20075,-7300,0,0,0,Secretaries,3
5277800,M,Y,N,0,68533.62078782791,Secondary / secondary special,Civil marriage,House / apartment,-21535,-365,0,1,0,Drivers,2
5775108,F,N,N,0,148753.38004969555,Higher education,Single / not married,House / apartment,-21900,-2555,0,0,0,Medicine staff,1
5133717,F,N,Y,1,224585.32199574052,Secondary / secondary special,Single / not married,House / apartment,-8760,-6935,0,1,0,Cooking staff,3
5003726,M,N,Y,0,126542.71613753602,Secondary / secondary special,Single / not married,House / apartment,-14600,-4745,0,0,1,Realty agents,1
5107756,M,Y,N,0,443414.6091438181,Secondary / secondary special,Single / not married,House / apartment,-12775,-10585,1,1,0,Drivers,2
5804834,M,Y,N,0,140470.95445765628,Secondary / secondary special,Married,House / apartment,-13870,-7300,0,0,0,Medicine staff,1
5329181,F,N,Y,0,180812.0851634082,Secondary / secondary special,Single / not married,House / apartment,-23360,-6570,0,0,0,IT staff,1
5934074,F,N,Y,2,145688.53487310524,Secondary / secondary special,Widow,House / apartment,-16790,-10585,0,0,0,,4
5510676,F,Y,Y,0,280210.73795981146,Higher education,Single / not married,House / apartment,-22630,-4380,0,0,0,Core staff,2
5949428,F,Y,Y,1,86622.64023412329,Higher education,Married,House / apartment,-9490,-10220,0,1,0,Waiters/Barmen staff,3
5204139,M,Y,N,0,231820.0325000916,Incomplete higher,Divorced,House / apartment,-10220,-9490,0,0,0,Accountants,1
5185913,M,N,Y,1,129414.71119579677,Secondary / secondary special,Single / not married,Municipal apartment,-20075,-6205,0,0,0,Cleaning staff,3
5942741,M,Y,N,0,251493.4488350632,Secondary / secondary special,Divorced,House / apartment,-14965,-10585,0,1,0,Secretaries,2
5892518,M,N,Y,0,150780.13973775873,Incomplete higher,Married,House / apartment,-14235,-10220,0,0,0,,2
5324914,M,N,Y,0,286424.8028821308,Secondary / secondary special,Divorced,House / apartment,-8030,365243,0,0,0,Waiters/Barmen staff,2
5840745,F,Y,Y,1,175575.6684318843,Higher education,Civil marriage,With parents,-21535,-9125,0,0,0,Secretaries,3
5583340,M,Y,N,0,135648.77768982743,Secondary / secondary special,Married,House / apartment,-12775,-6205,0,1,0,Medicine staff,1
5245761,M,Y,N,0,107675.15253509683,Incomplete higher,Married,Rented apartment,-9490,-2920,1,1,0,IT staff,2
5863830,F,N,N,1,477953.35655852064,Lower secondary,Widow,House / apartment,-17520,-7665,0,1,0,Security staff,3
5241721,F,Y,Y,0,237886.61150550045,Secondary / secondary special,Single / not married,House / apartment,-21170,-365,0,0,0,Core staff,1
5590347,F,N,N,0,83073.78697832252,Secondary / secondary special,Civil marriage,House / apartment,-15695,-10585,0,0,0,Medicine staff,2
5542038,F,N,Y,2,217745.16955093213,Incomplete higher,Civil marriage,House / apartment,-18980,-2555,0,0,0,HR staff,3
5980219,M,Y,Y,2,108160.9018081061,Secondary / secondary special,Divorced,House / apartment,-10585,-7665,1,0,0,IT staff,4
5200078,M,N,N,0,54492.85701456221,Secondary / secondary special,Divorced,House / apartment,-16425,-5475,0,0,0,Managers,1
5067079,F,N,N,1,196168.5776943146,Higher education,Married,House / apartment,-12410,-730,0,1,0,Low-skill Laborers,3
5630214,M,N,N,0,80454.8126642418,Secondary / secondary special,Divorced,House / apartment,-21170,-10220,0,0,0,Sales staff,1
5651872,F,N,N,1,94502.14178955978,Secondary / secondary special,Widow,House / apartment,-19710,-4380,0,1,0,Low-skill Laborers,3
5171562,M,Y,N,3,235592.4752067561,Higher education,Divorced,House / apartment,-21170,-10585,1,1,0,IT staff,5
5606023,M,N,N,0,95687.95387004381,Secondary / secondary special,Civil marriage,House / apartment,-18980,-3285,0,0,0,Security staff,1
5446193,M,Y,Y,0,313083.4943036508,Secondary / secondary special,Married,Rented apartment,-9855,-8030,1,0,0,Sales staff,2
5031480,M,Y,N,0,114014.55678531672,Higher education,Divorced,House / apartment,-21900,-4745,1,1,0,,2
5014930,F,Y,N,0,203052.41050911997,Secondary / secondary special,Divorced,House / apartment,-22265,-8030,0,0,1,Secretaries,2
5913465,M,Y,Y,0,383959.14373531507,Higher education,Widow,House / apartment,-22995,-1460,0,0,1,Secretaries,2
5940968,F,N,Y,0,118527.80823523736,Secondary / secondary special,Single / not married,House / apartment,-23360,-7665,0,1,0,Waiters/Barmen staff,2
5337637,F,N,N,0,131819.02479083985,Secondary / secondary special,Widow,House / apartment,-21900,-730,0,1,0,Accountants,2
5023673,F,Y,N,0,111578.75888664756,Secondary / secondary special,Divorced,House / apartment,-11315,-4745,0,1,0,IT staff,2
5720397,F,N,Y,0,124358.57961526273,Secondary / secondary special,Widow,House / apartment,-18980,-5110,0,1,0,Laborers,2
5060540,M,Y,Y,1,194019.9330112848,Secondary / secondary special,Widow,House / apartment,-22995,-5110,0,1,1,Laborers,2
5422425,F,N,N,0,55877.48818803149,Higher education,Widow,House / apartment,-14600,-3285,0,1,0,Low-skill Laborers,2
5178034,F,N,Y,0,264153.0306165562,Secondary / secondary special,Single / not married,House / apartment,-11680,-6205,0,0,1,Cleaning staff,1
5318064,M,Y,N,1,86329.93545794225,Higher education,Widow,House / apartment,-13505,-6205,0,0,0,,3
5960456,M,Y,Y,0,181775.96639263484,Secondary / secondary special,Married,House / apartment,-10220,-1825,0,0,0,Waiters/Barmen staff,2
5597279,F,Y,Y,1,439630.0035532545,Secondary / secondary special,Civil marriage,House / apartment,-13870,-3285,1,0,0,High skill tech staff,2
5240651,M,Y,Y,0,232588.04205374105,Lower secondary,Single / not married,House / apartment,-20075,-365,1,0,0,Medicine staff,1
5860508,M,Y,Y,0,87118.23952914744,Secondary / secondary special,Single / not married,House / apartment,-8395,-1095,0,0,0,Sales staff,2
5010464,F,N,Y,0,66444.7845407186,Secondary / secondary special,Single / not married,House / apartment,-8760,365243,0,0,1,Cooking staff,2
5880164,M,N,N,1,205773.21096924398,Higher education,Widow,Office apartment,-9490,-1095,0,0,0,IT staff,2
5250556,F,N,N,0,127423.52728496025,Secondary / secondary special,Divorced,House / apartment,-12410,-9490,0,1,0,Secretaries,2
5324043,F,N,Y,0,324376.5096331837,Higher education,Married,House / apartment,-21170,365243,0,0,0,Security staff,2
5399196,F,Y,N,2,99677.72100879023,Secondary / secondary special,Married,House / apartment,-10950,-6570,0,0,0,Accountants,4
5196807,M,Y,N,0,215448.05810796985,Secondary / secondary special,Civil marriage,House / apartment,-11680,-4380,1,0,0,Low-skill Laborers,2
5221876,M,Y,N,0,301991.5581441641,Secondary / secondary special,Widow,House / apartment,-10220,-8030,0,0,0,Low-skill Laborers,2
5660823,M,Y,N,0,202162.75143224915,Secondary / secondary special,Civil marriage,House / apartment,-14235,-730,1,1,0,Medicine staff,2
5452447,M,N,N,1,270623.5237292001,Secondary / secondary special,Widow,House / apartment,-20805,-1460,0,0,0,Cleaning staff,2
5090151,F,N,Y,1,95330.38269946913,Secondary / secondary special,Civil marriage,House / apartment,-8395,-8030,0,0,0,Cooking staff,3
5144138,F,Y,Y,0,80110.94682199563,Higher education,Married,House / apartment,-13140,-3285,1,1,0,Low-skill Laborers,2
5979592,F,N,N,0,114186.87456146178,Higher education,Widow,House / apartment,-20075,-6935,0,0,0,HR staff,2
5870289,M,Y,Y,0,134570.72545446872,Secondary / secondary special,Married,House / apartment,-20075,-4380,0,0,0,HR staff,2
5842882,M,Y,Y,0,93676.89084923056,Secondary / secondary special,Single / not married,House / apartment,-23360,0,1,1,0,Waiters/Barmen staff,1
5114135,M,N,Y,0,149139.60447188446,Secondary / secondary special,Married,House / apartment,-19710,-2190,1,0,0,Accountants,2
5052413,M,N,Y,0,46931.47702428123,Secondary / secondary special,Widow,Rented apartment,-10950,-2920,1,0,1,Managers,2
5904743,M,N,N,0,166174.14887410976,Lower secondary,Civil marriage,Rented apartment,-7665,-1460,0,1,0,Low-skill Laborers,1
5407527,F,N,Y,0,105096.23530380231,Higher education,Widow,House / apartment,-8395,-8395,0,0,1,Cleaning staff,2
5782231,M,N,Y,0,460197.0304907406,Higher education,Divorced,House / apartment,-18980,-10220,0,0,0,IT staff,2
5622142,F,N,Y,0,358729.44218242215,Higher education,Civil marriage,House / apartment,-11680,-10220,0,0,0,Cleaning staff,1
5012973,M,Y,N,0,138142.43966175156,Secondary / secondary special,Married,House / apartment,-19710,-5840,0,1,0,Waiters/Barmen staff,1
5877530,M,N,N,2,151755.53547343347,Incomplete higher,Married,House / apartment,-13505,-9125,0,1,0,Sales staff,4
5272355,M,Y,Y,0,72816.7057680762,Secondary / secondary special,Civil marriage,House / apartment,-10220,-1825,0,0,0,HR staff,2
5113372,M,Y,N,1,74031.54406911293,Higher education,Widow,House / apartment,-12045,-6570,1,0,0,Drivers,3
5122581,F,Y,Y,1,393671.1705744538,Lower secondary,Civil marriage,House / apartment,-15695,-9125,0,0,0,Waiters/Barmen staff,3
5812444,F,N,Y,0,177688.53656343918,Higher education,Married,House / apartment,-19710,-9125,0,0,0,Secretaries,1
5860002,F,Y,Y,1,111314.46754242721,Incomplete higher,Single / not married,House / apartment,-9490,-5475,0,1,0,Medicine staff,3
5943202,F,N,Y,1,277764.30996833736,Secondary / secondary special,Divorced,House / apartment,-8760,-730,0,0,0,IT staff,2
5167489,F,N,Y,0,113630.22521170035,Higher education,Civil marriage,House / apartment,-22995,-8395,0,0,0,Sales staff,1
5961314,F,N,Y,1,126156.30779430814,Secondary / secondary special,Married,House / apartment,-18250,-8030,1,0,0,Waiters/Barmen staff,2
5647359,M,Y,Y,0,197280.93385881113,Incomplete higher,Single / not married,House / apartment,-18615,-9855,0,0,1,HR staff,2
5931204,F,N,N,0,122410.45815918884,Incomplete higher,Married,House / apartment,-17155,-7300,0,0,0,Core staff,2
5023682,F,Y,N,1,77034.15222600645,Secondary / secondary special,Civil marriage,House / apartment,-12410,-4745,0,0,0,Sales staff,3
5848533,F,Y,Y,0,263245.522166684,Higher education,Widow,House / apartment,-8030,-5840,1,0,1,Waiters/Barmen staff,1
5751501,F,N,Y,1,220865.83688008148,Secondary / secondary special,Widow,House / apartment,-15330,-10585,0,0,0,Low-skill Laborers,3
5481859,F,Y,N,0,373548.8205825337,Secondary / secondary special,Single / not married,House / apartment,-18250,-5840,1,0,0,Accountants,2
5023951,M,Y,Y,1,216544.9571551548,Secondary / secondary special,Civil marriage,House / apartment,-16425,365243,0,0,0,Security staff,3
5378208,M,N,N,2,145206.03312163916,Secondary / secondary special,Civil marriage,House / apartment,-8030,-9125,0,0,0,Security staff,3
5868697,M,N,N,3,474912.82668078045,Higher education,Widow,House / apartment,-17520,-6935,0,0,0,Accountants,5
5546941,M,N,N,0,66274.64141725475,Higher education,Widow,House / apartment,-14965,-4380,0,0,0,Laborers,2
5901728,M,N,Y,1,268316.1743689406,Secondary / secondary special,Divorced,Rented apartment,-15695,-730,0,0,0,Waiters/Barmen staff,2
5321778,F,Y,N,1,339707.11031121813,Incomplete higher,Civil marriage,House / apartment,-21170,-730,0,0,1,,3
5971148,M,N,Y,0,139290.75673435756,Secondary / secondary special,Single / not married,House / apartment,-22995,-3285,0,1,0,Cooking staff,2
5061676,F,Y,N,0,126392.60122214859,Higher education,Divorced,House / apartment,-9125,-4745,0,0,0,Low-skill Laborers,1
5169482,F,N,N,0,194565.59793099953,Secondary / secondary special,Married,House / apartment,-21535,-365,0,0,1,Accountants,1
5674942,M,Y,N,0,287626.2163732983,Secondary / secondary special,Divorced,House / apartment,-8030,-3285,0,0,0,Drivers,1
5416508,M,Y,Y,1,145067.06650042403,Higher education,Widow,House / apartment,-13140,-4745,0,0,0,Accountants,2
5712238,M,N,Y,0,266851.50665739964,Secondary / secondary special,Divorced,House / apartment,-13505,-8760,0,0,0,,2
5092083,F,N,N,0,276380.83342757914,Secondary / secondary special,Single / not married,House / apartment,-22995,-5110,0,1,0,Private service staff,2
5113067,F,N,N,0,384999.6101777168,Higher education,Divorced,House / apartment,-17155,-730,0,1,1,Medicine staff,2
5960560,M,N,Y,0,74284.96209465755,Higher education,Divorced,House / apartment,-16790,365243,1,0,0,Waiters/Barmen staff,2
5168063,M,Y,N,0,65674.97939476297,Secondary / secondary special,Married,House / apartment,-10950,0,1,0,0,Accountants,1
5018092,F,Y,N,0,273489.68219413154,Secondary / secondary special,Widow,House / apartment,-9125,-8030,0,1,0,Security staff,2
5868205,F,N,Y,0,169979.88882549087,Higher education,Married,House / apartment,-17520,-365,0,1,0,Cleaning staff,1
5980294,F,N,N,0,69366.40637022984,Secondary / secondary special,Married,House / apartment,-13505,-9490,1,0,0,Security staff,2
5865260,M,N,N,0,211870.48861856107,Secondary / secondary special,Married,House / apartment,-13140,365243,0,0,0,Cleaning staff,2
5396638,M,Y,N,0,79996.51822834971,Secondary / secondary special,Widow,Municipal apartment,-12045,-3650,1,0,0,Realty agents,1
5293540,M,N,N,2,87870.83280625925,Secondary / secondary special,Widow,House / apartment,-9490,-5110,1,1,0,Waiters/Barmen staff,4
5096511,F,Y,Y,1,66644.59519299038,Secondary / secondary special,Civil marriage,House / apartment,-13505,-6205,0,0,0,HR staff,3
5131552,M,N,N,0,138699.86951134633,Secondary / secondary special,Married,House / apartment,-19710,-4015,1,0,0,Waiters/Barmen staff,2
5678826,M,N,Y,0,133057.36526698747,Higher education,Single / not married,House / apartment,-22265,-3650,0,0,0,Laborers,2
5313599,F,N,Y,0,270976.3956782164,Academic degree,Divorced,House / apartment,-8030,365243,0,1,0,Sales staff,2
5853784,M,Y,N,0,130323.98479074094,Secondary / secondary special,Widow,House / apartment,-9490,-2555,0,0,0,Realty agents,1
5155552,M,Y,Y,0,236563.99039946566,Secondary / secondary special,Married,House / apartment,-22630,-365,0,0,0,High skill tech staff,2
5672358,M,Y,N,0,96437.70923092113,Secondary / secondary special,Single / not married,House / apartment,-12775,-6935,0,0,0,Realty agents,1
5661482,F,Y,Y,0,82378.44189824419,Secondary / secondary special,Civil marriage,House / apartment,-19345,-6935,0,1,0,,2
5173511,F,N,Y,0,89868.57695296156,Higher education,Single / not married,House / apartment,-16425,365243,0,0,0,,2
5993152,F,Y,N,0,268420.3289845972,Secondary / secondary special,Civil marriage,Co-op apartment,-21535,-4015,0,0,0,Private service staff,1
5817322,F,N,N,0,254530.00998496404,Incomplete higher,Widow,House / apartment,-22995,365243,0,0,0,Managers,2
5074396,M,N,N,0,86640.69845658453,Secondary / secondary special,Widow,House / apartment,-14600,-3650,0,0,0,Waiters/Barmen staff,2
5033380,M,Y,N,0,166204.498022952,Higher education,Single / not married,House / apartment,-8395,-10585,0,0,0,Realty agents,1
5131914,M,N,N,0,58757.59503460593,Secondary / secondary special,Married,House / apartment,-18615,-7300,0,1,0,Cleaning staff,2
5921165,F,Y,N,0,145903.95056658375,Higher education,Divorced,House / apartment,-21170,-6205,0,0,0,High skill tech staff,2
5191115,F,Y,N,0,111765.21776338822,Secondary / secondary special,Married,House / apartment,-19345,-7665,1,0,0,Realty agents,2
5169122,M,Y,N,0,140219.6240439538,Higher education,Divorced,House / apartment,-17520,-6205,1,0,0,Accountants,2
5058470,M,Y,Y,1,300825.6965274249,Higher education,Single / not married,House / apartment,-15695,-6570,0,1,0,Secretaries,3
5164671,F,Y,N,0,321800.0017340563,Academic degree,Divorced,House / apartment,-18615,-2555,1,1,0,HR staff,2
5407891,F,Y,N,1,182697.72796079598,Higher education,Divorced,House / apartment,-13505,-1460,0,1,0,HR staff,2
5224870,M,N,Y,0,467968.6954701179,Secondary / secondary special,Divorced,Municipal apartment,-14600,365243,0,0,0,Managers,2
5715676,M,N,N,0,61403.34020866768,Secondary / secondary special,Widow,House / apartment,-9125,-6935,1,1,0,,1
5179129,M,Y,N,1,210524.19173621153,Secondary / secondary special,Single / not married,House / apartment,-22265,-5840,0,1,0,HR staff,2
5390433,M,Y,N,1,317691.9768586842,Higher education,Widow,House / apartment,-14235,-1095,1,1,0,Accountants,3
5004416,M,N,N,0,94636.46368410412,Secondary / secondary special,Civil marriage,House / apartment,-20805,-4745,0,0,0,Low-skill Laborers,2
5250209,F,Y,N,0,182195.1933607539,Secondary / secondary special,Single / not married,Rented apartment,-9855,365243,0,0,0,Laborers,2
5332270,F,N,Y,0,166364.59013167446,Secondary / secondary special,Married,House / apartment,-20440,-1460,0,1,0,Managers,2
5476290,M,N,N,0,60733.170845292974,Higher education,Divorced,House / apartment,-16060,-730,1,0,0,Low-skill Laborers,2
5863784,M,Y,Y,1,186444.90564840185,Secondary / secondary special,Divorced,House / apartment,-13140,-9490,0,0,0,Private service staff,3
5982815,M,Y,Y,0,138473.2998430615,Incomplete higher,Single / not married,Municipal apartment,-17885,-7300,0,0,0,Cleaning staff,2
5590887,M,Y,Y,0,101026.98049106127,Lower secondary,Single / not married,House / apartment,-18250,-6935,0,0,0,Laborers,1
5532310,F,Y,Y,1,203300.2492330988,Secondary / secondary special,Single / not married,House / apartment,-21535,-8760,0,0,0,High skill tech staff,3
5160877,F,Y,N,0,232285.81892613057,Secondary / secondary special,Divorced,House / apartment,-14600,-10585,0,1,0,Sales staff,2
5203286,F,N,N,0,187442.53743207865,Incomplete higher,Divorced,House / apartment,-10220,-6205,0,0,0,Security staff,2
5489240,F,Y,N,0,168029.4654799046,Secondary / secondary special,Civil marriage,House / apartment,-15330,-730,0,1,0,High skill tech staff,1
5186089,F,Y,N,0,209444.31574223997,Higher education,Single / not married,House / apartment,-16790,-1825,0,1,0,,2
5807088,M,N,N,0,178563.74452963498,Secondary / secondary special,Married,House / apartment,-16790,-9490,0,1,0,Security staff,2
5977288,F,N,N,0,240699.01424734393,Higher education,Widow,House / apartment,-9125,-8030,0,0,0,High skill tech staff,1
5016247,F,N,N,0,369111.87640629,Secondary / secondary special,Divorced,House / apartment,-23360,-8760,1,1,0,HR staff,2
5947797,M,Y,Y,0,108098.8942596877,Secondary / secondary special,Widow,House / apartment,-14965,-1095,0,1,0,High skill tech staff,1
5799217,F,N,Y,0,88872.08017563903,Secondary / secondary special,Married,House / apartment,-18980,-4380,0,0,0,HR staff,2
5012284,M,N,Y,1,60087.75354909034,Secondary / secondary special,Divorced,House / apartment,-19345,-9125,0,0,1,Managers,3
5148417,F,N,N,0,146882.19176118803,Secondary / secondary special,Single / not married,House / apartment,-14235,-1825,0,0,0,Drivers,1
5547779,M,N,N,0,141027.775543283,Secondary / secondary special,Married,House / apartment,-22630,-8030,0,0,0,High skill tech staff,1
5740546,M,Y,Y,0,89268.59641235862,Secondary / secondary special,Divorced,House / apartment,-11680,-9125,0,1,0,IT staff,2
5977552,F,N,Y,0,186883.32141911404,Secondary / secondary special,Civil marriage,House / apartment,-10220,-8760,0,0,0,Sales staff,2
5507950,M,N,Y,0,138642.00254991354,Secondary / secondary special,Widow,House / apartment,-17155,-2190,0,0,0,Sales staff,2
5689411,M,Y,Y,0,158466.48682923274,Secondary / secondary special,Married,With parents,-20805,-7300,1,0,1,Security staff,2
5311167,M,N,Y,0,171865.10986274428,Secondary / secondary special,Married,House / apartment,-9125,-3650,0,0,1,Cleaning staff,1
