ID,MONTHS_BALANCE,STATUS
5705985,-14,C
5705985,-15,1
5705985,-16,0
5705985,-17,C
5705985,-18,X
5705985,-19,C
5705985,-20,X
5705985,-21,0
5705985,-22,0
5705985,-23,X
5735052,0,C
5735052,-1,C
5015920,0,C
5871823,0,C
5871823,-1,C
5871823,-2,0
5871823,-3,X
5871823,-4,X
5871823,-5,C
5871823,-6,C
5346148,0,5
5346148,-1,0
5346148,-2,X
5346148,-3,0
5346148,-4,0
5346148,-5,C
5346148,-6,C
5346148,-7,C
5346148,-8,C
5346148,-9,C
5346148,-10,C
5346148,-11,C
5346148,-12,0
5346148,-13,0
5346148,-14,C
5346148,-15,5
5346148,-16,0
5346148,-17,C
5346148,-18,0
5346148,-19,0
5346148,-20,C
5346148,-21,C
5346148,-22,0
5346148,-23,C
5597098,0,C
5306873,0,0
5306873,-1,0
5306873,-2,0
5306873,-3,C
5306873,-4,C
5306873,-5,C
5306873,-6,C
5306873,-7,C
5306873,-8,C
5306873,-9,X
5306873,-10,0
5306873,-11,C
5306873,-12,0
5306873,-13,0
5306873,-14,0
5306873,-15,C
5306873,-16,0
5306873,-17,C
5306873,-18,X
5306873,-19,0
5306873,-20,0
5909952,0,0
5909952,-1,0
5909952,-2,X
5909952,-3,0
5909952,-4,C
5909952,-5,C
5909952,-6,0
5950086,0,C
5950086,-1,0
5950086,-2,X
5950086,-3,C
5950086,-4,0
5759040,0,1
5759040,-1,C
5759040,-2,0
5759040,-3,0
5759040,-4,C
5759040,-5,4
5759040,-6,C
5759040,-7,C
5759040,-8,C
5759040,-9,C
5759040,-10,C
5759040,-11,0
5759040,-12,C
5759040,-13,C
5759040,-14,C
5759040,-15,0
5759040,-16,X
5759040,-17,3
5462525,0,0
5462525,-1,0
5462525,-2,0
5462525,-3,4
5662244,0,0
5662244,-1,C
5662244,-2,C
5662244,-3,3
5662244,-4,0
5662244,-5,0
5662244,-6,0
5662244,-7,0
5662244,-8,C
5662244,-9,4
5662244,-10,X
5662244,-11,0
5662244,-12,0
5662244,-13,C
5662244,-14,0
5662244,-15,X
5696212,0,0
5696212,-1,1
5696212,-2,0
5696212,-3,0
5696212,-4,C
5696212,-5,1
5696212,-6,0
5696212,-7,0
5696212,-8,2
5696212,-9,C
5696212,-10,C
5696212,-11,C
5696212,-12,0
5696212,-13,0
5696212,-14,4
5696212,-15,5
5696212,-16,C
5696212,-17,X
5141887,0,0
5604824,0,0
5604824,-1,X
5604824,-2,0
5604824,-3,0
5604824,-4,C
5604824,-5,C
5604824,-6,C
5604824,-7,C
5604824,-8,2
5604824,-9,0
5584242,0,C
5584242,-1,1
5584242,-2,0
5584242,-3,X
5584242,-4,0
5584242,-5,0
5584242,-6,0
5584242,-7,X
5584242,-8,C
5584242,-9,0
5584242,-10,C
5584242,-11,0
5584242,-12,0
5584242,-13,0
5584242,-14,C
5584242,-15,C
5584242,-16,0
5584242,-17,C
5584242,-18,C
5584242,-19,C
5584242,-20,X
5143248,0,C
5143248,-1,X
5143248,-2,C
5143248,-3,C
5143248,-4,C
5143248,-5,C
5143248,-6,C
5143248,-7,0
5143248,-8,C
5143248,-9,C
5143248,-10,C
5143248,-11,X
5143248,-12,C
5143248,-13,0
5143248,-14,0
5143248,-15,C
5143248,-16,C
5143248,-17,C
5455701,0,0
5455701,-1,1
5455701,-2,0
5455701,-3,0
5455701,-4,0
5455701,-5,0
5455701,-6,C
5455701,-7,C
5455701,-8,X
5455701,-9,C
5455701,-10,C
5455701,-11,0
5455701,-12,C
5455701,-13,0
5455701,-14,C
5455701,-15,0
5455701,-16,0
5455701,-17,1
5455701,-18,C
5455701,-19,C
5455701,-20,0
5455701,-21,C
5455701,-22,0
5455701,-23,C
5122338,0,0
5122338,-1,0
5122338,-2,C
5122338,-3,1
5122338,-4,C
5716008,0,C
5716008,-1,C
5716008,-2,0
5716008,-3,X
5716008,-4,0
5716008,-5,C
5653636,0,C
5653636,-1,X
5653636,-2,0
5653636,-3,C
5653636,-4,0
5653636,-5,0
5653636,-6,X
5653636,-7,0
5653636,-8,C
5653636,-9,0
5653636,-10,C
5653636,-11,0
5653636,-12,C
5653636,-13,C
5653636,-14,C
5653636,-15,C
5653636,-16,X
5653636,-17,C
5653636,-18,0
5358747,0,C
5358747,-1,0
5358747,-2,0
5358747,-3,C
5358747,-4,0
5358747,-5,C
5358747,-6,0
5358747,-7,0
5358747,-8,0
5358747,-9,0
5358747,-10,C
5358747,-11,0
5358747,-12,X
5358747,-13,0
5974038,0,0
5321779,0,X
5321779,-1,0
5321779,-2,0
5321779,-3,C
5321779,-4,0
5321779,-5,0
5321779,-6,C
5321779,-7,C
5321779,-8,0
5321779,-9,C
5321779,-10,C
5321779,-11,C
5321779,-12,C
5321779,-13,0
5321779,-14,X
5321779,-15,5
5321779,-16,C
5321779,-17,C
5321779,-18,0
5321779,-19,1
5321779,-20,C
5321779,-21,1
5321779,-22,C
5540478,0,0
5540478,-1,C
5540478,-2,0
5540478,-3,C
5540478,-4,0
5540478,-5,C
5540478,-6,0
5540478,-7,C
5540478,-8,0
5540478,-9,4
5540478,-10,0
5540478,-11,0
5540478,-12,0
5540478,-13,C
5540478,-14,0
5540478,-15,X
5540478,-16,0
5540478,-17,0
5540478,-18,C
5540478,-19,0
5751996,0,C
5751996,-1,C
5183568,0,0
5183568,-1,0
5183568,-2,0
5183568,-3,C
5183568,-4,C
5183568,-5,3
5183568,-6,1
5183568,-7,0
5183568,-8,C
5749753,0,X
5749753,-1,0
5749753,-2,C
5749753,-3,C
5749753,-4,0
5749753,-5,0
5749753,-6,X
5749753,-7,C
5749753,-8,C
5749753,-9,4
5749753,-10,C
5749753,-11,C
5749753,-12,0
5749753,-13,0
5749753,-14,0
5749753,-15,0
5568228,0,C
5568228,-1,0
5568228,-2,0
5568228,-3,0
5568228,-4,X
5568228,-5,X
5568228,-6,C
5568228,-7,C
5568228,-8,0
5119619,0,0
5119619,-1,0
5119619,-2,0
5119619,-3,0
5119619,-4,C
5119619,-5,1
5119619,-6,0
5119619,-7,X
5119619,-8,0
5119619,-9,C
5119619,-10,0
5119619,-11,C
5119619,-12,2
5119619,-13,X
5119619,-14,0
5119619,-15,0
5119619,-16,X
5119619,-17,C
5119619,-18,C
5119619,-19,0
5119619,-20,0
5119619,-21,C
5119619,-22,X
5119619,-23,0
5861634,0,C
5861634,-1,0
5861634,-2,C
5861634,-3,C
5861634,-4,0
5861634,-5,C
5861634,-6,1
5861634,-7,C
5861634,-8,0
5861634,-9,C
5861634,-10,0
5861634,-11,C
5861634,-12,C
5861634,-13,C
5780381,0,0
5780381,-1,C
5780381,-2,C
5780381,-3,C
5252026,0,0
5252026,-1,C
5252026,-2,0
5252026,-3,0
5252026,-4,C
5394957,0,X
5394957,-1,0
5394957,-2,0
5394957,-3,4
5394957,-4,C
5394957,-5,1
5394957,-6,C
5394957,-7,X
5394957,-8,0
5394957,-9,C
5394957,-10,C
5394957,-11,0
5394957,-12,C
5394957,-13,0
5394957,-14,0
5394957,-15,2
5542972,0,X
5542972,-1,0
5542972,-2,C
5542972,-3,C
5542972,-4,X
5648861,0,0
5648861,-1,X
5648861,-2,0
5648861,-3,0
5648861,-4,C
5648861,-5,X
5648861,-6,4
5648861,-7,0
5648861,-8,1
5648861,-9,0
5648861,-10,X
5298012,0,0
5298012,-1,0
5298012,-2,C
5298012,-3,X
5298012,-4,1
5298012,-5,X
5298012,-6,3
5298012,-7,0
5285675,0,C
5285675,-1,C
5285675,-2,C
5285675,-3,0
5285675,-4,0
5285675,-5,0
5285675,-6,1
5285675,-7,0
5285675,-8,0
5285675,-9,C
5285675,-10,0
5285675,-11,0
5285675,-12,C
5285675,-13,0
5285675,-14,0
5285675,-15,C
5285675,-16,0
5285675,-17,C
5285675,-18,0
5285675,-19,0
5285675,-20,0
5285675,-21,C
5285675,-22,C
5961338,0,0
5961338,-1,C
5961338,-2,0
5961338,-3,C
5961338,-4,C
5961338,-5,0
5961338,-6,X
5961338,-7,C
5961338,-8,0
5961338,-9,0
5961338,-10,C
5961338,-11,0
5961338,-12,0
5961338,-13,1
5961338,-14,C
5961338,-15,C
5961338,-16,0
5961338,-17,C
5961338,-18,0
5432371,0,X
5432371,-1,X
5432371,-2,C
5432371,-3,0
5432371,-4,0
5432371,-5,1
5432371,-6,0
5432371,-7,0
5432371,-8,0
5307798,0,X
5307798,-1,0
5307798,-2,X
5307798,-3,3
5307798,-4,0
5307798,-5,0
5307798,-6,X
5307798,-7,5
5307798,-8,0
5307798,-9,0
5373280,0,1
5373280,-1,5
5373280,-2,0
5373280,-3,C
5373280,-4,X
5373280,-5,C
5373280,-6,0
5373280,-7,C
5373280,-8,X
5373280,-9,C
5648368,0,C
5648368,-1,0
5648368,-2,X
5648368,-3,0
5648368,-4,C
5648368,-5,0
5648368,-6,X
5648368,-7,C
5648368,-8,C
5648368,-9,X
5648368,-10,1
5648368,-11,C
5648368,-12,0
5648368,-13,0
5648368,-14,X
5648368,-15,0
5049623,0,C
5049623,-1,3
5330566,0,0
5330566,-1,C
5330566,-2,C
5330566,-3,C
5580403,0,0
5148484,0,C
5148484,-1,X
5148484,-2,C
5148484,-3,0
5148484,-4,C
5696239,0,C
5696239,-1,0
5696239,-2,C
5696239,-3,0
5696239,-4,1
5696239,-5,0
5696239,-6,0
5696239,-7,X
5489113,0,1
5489113,-1,C
5489113,-2,C
5489113,-3,0
5489113,-4,X
5489113,-5,0
5489113,-6,C
5489113,-7,X
5489113,-8,C
5489113,-9,C
5489113,-10,C
5489113,-11,C
5489113,-12,0
5489113,-13,X
5489113,-14,0
5489113,-15,C
5489113,-16,0
5489113,-17,C
5489113,-18,0
5489113,-19,0
5964938,0,C
5964938,-1,X
5964938,-2,C
5964938,-3,C
5964938,-4,C
5352951,0,C
5352951,-1,C
5352951,-2,0
5352951,-3,C
5352951,-4,C
5352951,-5,2
5352951,-6,X
5352951,-7,0
5352951,-8,3
5352951,-9,0
5352951,-10,C
5352951,-11,C
5352951,-12,0
5352951,-13,0
5352951,-14,C
5352951,-15,0
5352951,-16,1
5352951,-17,C
5352951,-18,X
5214217,0,0
5214217,-1,X
5214217,-2,X
5214217,-3,C
5214217,-4,1
5214217,-5,0
5214217,-6,C
5214217,-7,1
5214217,-8,X
5214217,-9,C
5043274,0,C
5043274,-1,0
5043274,-2,C
5043274,-3,C
5043274,-4,0
5043274,-5,0
5043274,-6,C
5043274,-7,C
5043274,-8,0
5043274,-9,C
5043274,-10,3
5043274,-11,1
5043274,-12,C
5762639,0,X
5762639,-1,C
5762639,-2,0
5762639,-3,1
5762639,-4,0
5762639,-5,0
5762639,-6,0
5762639,-7,0
5762639,-8,X
5762639,-9,0
5762639,-10,C
5762639,-11,0
5762639,-12,0
5762639,-13,C
5762639,-14,C
5762639,-15,X
5762639,-16,C
5762639,-17,0
5480989,0,X
5480989,-1,0
5480989,-2,0
5480989,-3,0
5480989,-4,C
5480989,-5,0
5480989,-6,0
5480989,-7,C
5480989,-8,C
5480989,-9,C
5480989,-10,X
5480989,-11,C
5480989,-12,0
5480989,-13,X
5480989,-14,C
5125145,0,C
5125145,-1,1
5125145,-2,X
5125145,-3,X
5655616,0,0
5655616,-1,C
5655616,-2,C
5655616,-3,0
5655616,-4,0
5655616,-5,X
5522840,0,0
5522840,-1,0
5522840,-2,0
5522840,-3,0
5522840,-4,C
5522840,-5,C
5522840,-6,C
5522840,-7,C
5522840,-8,C
5522840,-9,0
5522840,-10,0
5696590,0,0
5696590,-1,0
5696590,-2,C
5696590,-3,C
5696590,-4,0
5696590,-5,C
5696590,-6,C
5696590,-7,0
5696590,-8,0
5696590,-9,1
5696590,-10,C
5696590,-11,0
5696590,-12,0
5696590,-13,C
5696590,-14,0
5696590,-15,0
5696590,-16,0
5696590,-17,C
5696590,-18,1
5696590,-19,C
5113387,0,C
5113387,-1,5
5113387,-2,C
5113387,-3,0
5113387,-4,C
5113387,-5,C
5113387,-6,0
5113387,-7,C
5113387,-8,0
5113387,-9,1
5113387,-10,X
5113387,-11,0
5590299,0,C
5590299,-1,0
5590299,-2,0
5590299,-3,C
5590299,-4,0
5590299,-5,0
5590299,-6,X
5590299,-7,0
5590299,-8,0
5590299,-9,0
5590299,-10,C
5590299,-11,0
5590299,-12,0
5696607,0,C
5696607,-1,0
5696607,-2,0
5696607,-3,C
5696607,-4,0
5696607,-5,X
5592287,0,0
5592287,-1,1
5592287,-2,4
5592287,-3,C
5592287,-4,0
5592287,-5,X
5592287,-6,C
5592287,-7,X
5592287,-8,X
5592287,-9,0
5592287,-10,X
5592287,-11,C
5592287,-12,C
5592287,-13,0
5592287,-14,X
5592287,-15,0
5340741,0,0
5340741,-1,5
5340741,-2,0
5340741,-3,0
5340741,-4,0
5340741,-5,0
5340741,-6,X
5340741,-7,C
5340741,-8,C
5184780,0,3
5184780,-1,C
5184780,-2,0
5184780,-3,0
5184780,-4,0
5184780,-5,X
5184780,-6,0
5184780,-7,3
5184780,-8,0
5723570,0,X
5723570,-1,0
5723570,-2,C
5723570,-3,C
5723570,-4,C
5723570,-5,0
5723570,-6,C
5723570,-7,0
5723570,-8,X
5723570,-9,C
5723570,-10,X
5723570,-11,C
5723570,-12,0
5723570,-13,C
5723570,-14,0
5723570,-15,C
5723570,-16,X
5723570,-17,0
5723570,-18,0
5723570,-19,X
5698252,0,C
5698252,-1,0
5698252,-2,0
5698252,-3,0
5698252,-4,C
5698252,-5,C
5698252,-6,0
5698252,-7,0
5698252,-8,C
5698252,-9,0
5698252,-10,C
5698252,-11,C
5698252,-12,0
5698252,-13,C
5948560,0,C
5948560,-1,0
5948560,-2,3
5948560,-3,0
5948560,-4,C
5948560,-5,0
5948560,-6,0
5948560,-7,C
5948560,-8,5
5948560,-9,C
5948560,-10,C
5948560,-11,X
5948560,-12,0
5948560,-13,1
5948560,-14,3
5948560,-15,0
5948560,-16,0
5948560,-17,0
5948560,-18,C
5948560,-19,0
5948560,-20,0
5948560,-21,C
5487424,0,0
5487424,-1,3
5487424,-2,X
5487424,-3,0
5487424,-4,X
5487424,-5,C
5487424,-6,C
5487424,-7,C
5487424,-8,0
5487424,-9,0
5487424,-10,0
5487424,-11,X
5487424,-12,0
5326075,0,4
5326075,-1,C
5326075,-2,C
5326075,-3,0
5326075,-4,C
5326075,-5,0
5326075,-6,C
5326075,-7,0
5326075,-8,3
5326075,-9,0
5326075,-10,C
5326075,-11,0
5326075,-12,C
5778659,0,C
5778659,-1,C
5778659,-2,C
5778659,-3,C
5778659,-4,0
5778659,-5,C
5778659,-6,0
5778659,-7,4
5661039,0,0
5661039,-1,0
5661039,-2,C
5661039,-3,C
5661039,-4,C
5661039,-5,0
5661039,-6,1
5661039,-7,X
5661039,-8,0
5661039,-9,C
5661039,-10,C
5661039,-11,C
5661039,-12,C
5661039,-13,C
5661039,-14,C
5661039,-15,C
5661039,-16,0
5661039,-17,0
5661039,-18,C
5661039,-19,1
5661039,-20,0
5661039,-21,C
5684660,0,X
5684660,-1,C
5684660,-2,1
5684660,-3,C
5684660,-4,C
5684660,-5,0
5684660,-6,C
5684660,-7,0
5684660,-8,C
5684660,-9,0
5684660,-10,0
5684660,-11,C
5013373,0,C
5013373,-1,0
5013373,-2,0
5013373,-3,C
5013373,-4,0
5013373,-5,0
5013373,-6,C
5013373,-7,X
5013373,-8,0
5995315,0,C
5995315,-1,C
5995315,-2,C
5995315,-3,0
5995315,-4,1
5995315,-5,X
5259361,0,0
5259361,-1,C
5259361,-2,C
5259361,-3,C
5259361,-4,0
5259361,-5,1
5259361,-6,C
5259361,-7,1
5259361,-8,0
5259361,-9,1
5259361,-10,X
5259361,-11,0
5259361,-12,C
5259361,-13,X
5737970,0,1
5737970,-1,C
5737970,-2,C
5737970,-3,X
5737970,-4,0
5737970,-5,0
5737970,-6,0
5737970,-7,C
5737970,-8,0
5737970,-9,0
5737970,-10,C
5737970,-11,0
5737970,-12,C
5708091,0,C
5708091,-1,C
5708091,-2,0
5708091,-3,0
5708091,-4,C
5708091,-5,X
5490877,0,C
5490877,-1,X
5490877,-2,0
5490877,-3,C
5490877,-4,0
5490877,-5,C
5490877,-6,1
5490877,-7,0
5490877,-8,C
5490877,-9,C
5490877,-10,C
5466439,0,1
5466439,-1,0
5466439,-2,C
5466439,-3,X
5466439,-4,0
5466439,-5,0
5466439,-6,X
5466439,-7,C
5466439,-8,C
5466439,-9,C
5466439,-10,X
5466439,-11,C
5466439,-12,C
5466439,-13,0
5466439,-14,C
5466439,-15,1
5466439,-16,C
5466439,-17,0
5466439,-18,0
5466439,-19,C
5466439,-20,0
5466439,-21,0
5944951,0,0
5944951,-1,C
5944951,-2,C
5944951,-3,C
5944951,-4,0
5944951,-5,0
5944951,-6,0
5944951,-7,0
5944951,-8,C
5944951,-9,0
5944951,-10,0
5944951,-11,C
5944951,-12,0
5944951,-13,C
5944951,-14,0
5944951,-15,0
5944951,-16,0
5944951,-17,C
5944951,-18,0
5944951,-19,0
5944951,-20,0
5944951,-21,C
5719756,0,X
5719756,-1,C
5719756,-2,0
5719756,-3,X
5719756,-4,C
5719756,-5,C
5719756,-6,C
5719756,-7,C
5719756,-8,C
5719756,-9,0
5134216,0,C
5134216,-1,0
5134216,-2,0
5134216,-3,C
5134216,-4,0
5134216,-5,0
5145154,0,4
5145154,-1,0
5145154,-2,1
5145154,-3,0
5145154,-4,0
5145154,-5,0
5145154,-6,C
5145154,-7,0
5145154,-8,C
5145154,-9,0
5145154,-10,C
5145154,-11,1
5145154,-12,0
5145154,-13,C
5145154,-14,1
5527356,0,C
5527356,-1,0
5527356,-2,0
5527356,-3,0
5527356,-4,0
5527356,-5,C
5527356,-6,0
5527356,-7,C
5527356,-8,0
5527356,-9,5
5527356,-10,C
5527356,-11,0
5527356,-12,0
5527356,-13,0
5527356,-14,0
5527356,-15,0
5527356,-16,X
5527356,-17,C
5652555,0,0
5652555,-1,0
5652555,-2,C
5652555,-3,0
5652555,-4,0
5652555,-5,0
5652555,-6,X
5652555,-7,0
5652555,-8,0
5652555,-9,X
5652555,-10,C
5652555,-11,0
5652555,-12,X
5652555,-13,C
5652555,-14,C
5792577,0,X
5792577,-1,X
5792577,-2,0
5792577,-3,C
5792577,-4,0
5792577,-5,2
5792577,-6,C
5792577,-7,X
5792577,-8,0
5792577,-9,0
5792577,-10,C
5792577,-11,X
5792577,-12,0
5792577,-13,C
5792577,-14,0
5792577,-15,0
5792577,-16,C
5792577,-17,C
5792577,-18,C
5792577,-19,0
5792577,-20,3
5965854,0,C
5304682,0,1
5304682,-1,0
5304682,-2,0
5304682,-3,C
5304682,-4,C
5304682,-5,C
5304682,-6,0
5304682,-7,2
5304682,-8,0
5304682,-9,X
5304682,-10,0
5304682,-11,0
5902072,0,0
5902072,-1,X
5602844,0,X
5602844,-1,0
5602844,-2,0
5602844,-3,C
5602844,-4,0
5602844,-5,0
5602844,-6,0
5602844,-7,0
5602844,-8,C
5602844,-9,C
5602844,-10,0
5602844,-11,0
5602844,-12,0
5602844,-13,0
5602844,-14,C
5813896,0,C
5813896,-1,5
5813896,-2,C
5813896,-3,0
5813896,-4,0
5813896,-5,0
5813896,-6,0
5813896,-7,0
5813896,-8,3
5813896,-9,C
5813896,-10,0
5813896,-11,C
5813896,-12,C
5813896,-13,0
5813896,-14,0
5813896,-15,0
5813896,-16,C
5813896,-17,0
5813896,-18,C
5813896,-19,X
5813896,-20,0
5728235,0,0
5728235,-1,0
5728235,-2,X
5728235,-3,C
5728235,-4,C
5728235,-5,X
5728235,-6,5
5728235,-7,5
5728235,-8,1
5728235,-9,C
5728235,-10,C
5728235,-11,0
5728235,-12,X
5728235,-13,C
5728235,-14,C
5728235,-15,C
5728235,-16,C
5630161,0,1
5789555,0,C
5789555,-1,0
5789555,-2,0
5789555,-3,C
5789555,-4,0
5789555,-5,0
5789555,-6,0
5789555,-7,C
5789555,-8,1
5789555,-9,C
5789555,-10,C
5789555,-11,0
5789555,-12,0
5789555,-13,C
5789555,-14,C
5789555,-15,C
5789555,-16,0
5762141,0,X
5762141,-1,0
5762141,-2,C
5762141,-3,0
5762141,-4,X
5762141,-5,0
5762141,-6,X
5762141,-7,X
5762141,-8,0
5762141,-9,X
5762141,-10,0
5762141,-11,C
5762141,-12,0
5602327,0,0
5602327,-1,C
5602327,-2,C
5602327,-3,0
5602327,-4,C
5602327,-5,C
5602327,-6,0
5602327,-7,C
5602327,-8,0
5602327,-9,C
5602327,-10,0
5602327,-11,0
5602327,-12,C
5602327,-13,C
5602327,-14,0
5602327,-15,C
5602327,-16,1
5602327,-17,0
5602327,-18,0
5602327,-19,0
5602327,-20,5
5858787,0,C
5858787,-1,C
5858787,-2,X
5858787,-3,0
5858787,-4,C
5858787,-5,0
5858787,-6,C
5858787,-7,0
5858787,-8,X
5858787,-9,X
5858787,-10,X
5858787,-11,X
5858787,-12,C
5858787,-13,C
5858787,-14,C
5858787,-15,C
5858787,-16,0
5858787,-17,C
5858787,-18,0
5385483,0,C
5385483,-1,0
5385483,-2,C
5385483,-3,X
5385483,-4,0
5474811,0,0
5474811,-1,1
5474811,-2,0
5474811,-3,C
5474811,-4,X
5474811,-5,0
5474811,-6,C
5474811,-7,C
5474811,-8,1
5474811,-9,0
5474811,-10,0
5474811,-11,C
5474811,-12,0
5474811,-13,0
5474811,-14,C
5474811,-15,0
5474811,-16,C
5474811,-17,3
5474811,-18,C
5474811,-19,C
5474811,-20,C
5550033,0,0
5550033,-1,C
5550033,-2,C
5550033,-3,C
5550033,-4,X
5550033,-5,0
5550033,-6,0
5550033,-7,0
5550033,-8,C
5550033,-9,0
5550033,-10,5
5550033,-11,C
5550033,-12,X
5550033,-13,0
5550033,-14,C
5550033,-15,5
5550033,-16,C
5550033,-17,0
5550033,-18,X
5573558,0,0
5573558,-1,0
5573558,-2,0
5573558,-3,5
5329038,0,C
5329038,-1,C
5329038,-2,C
5329038,-3,0
5329038,-4,C
5329038,-5,0
5329038,-6,2
5329038,-7,0
5329038,-8,0
5329038,-9,0
5329038,-10,C
5329038,-11,0
5329038,-12,0
5642788,0,0
5642788,-1,C
5642788,-2,0
5642788,-3,0
5642788,-4,C
5642788,-5,0
5642788,-6,0
5642788,-7,C
5642788,-8,0
5642788,-9,0
5642788,-10,X
5576649,0,0
5576649,-1,C
5576649,-2,X
5576649,-3,0
5576649,-4,C
5576649,-5,C
5576649,-6,C
5576649,-7,X
5576649,-8,0
5576649,-9,1
5576649,-10,0
5576649,-11,3
5576649,-12,X
5576649,-13,X
5576649,-14,0
5578365,0,C
5857348,0,0
5857348,-1,C
5857348,-2,0
5857348,-3,C
5857348,-4,C
5284921,0,0
5284921,-1,C
5284921,-2,0
5284921,-3,C
5284921,-4,0
5284921,-5,X
5284921,-6,4
5284921,-7,1
5284921,-8,X
5284921,-9,0
5284921,-10,X
5284921,-11,C
5284921,-12,C
5013996,0,C
5013996,-1,X
5013996,-2,0
5013996,-3,0
5013996,-4,0
5013996,-5,X
5013996,-6,C
5013996,-7,0
5013996,-8,4
5013996,-9,X
5013996,-10,0
5013996,-11,C
5013996,-12,0
5013996,-13,C
5013996,-14,C
5013996,-15,0
5013996,-16,0
5013996,-17,0
5013996,-18,0
5501169,0,C
5501169,-1,C
5018042,0,0
5018042,-1,0
5018042,-2,C
5018042,-3,0
5018042,-4,0
5018042,-5,0
5292258,0,C
5292258,-1,1
5292258,-2,0
5292258,-3,X
5292258,-4,C
5292258,-5,0
5292258,-6,4
5292258,-7,1
5292258,-8,0
5292258,-9,0
5292258,-10,C
5292258,-11,0
5292258,-12,0
5292258,-13,C
5292258,-14,0
5292258,-15,0
5292258,-16,C
5003918,0,C
5003918,-1,0
5003918,-2,0
5003918,-3,C
5003918,-4,1
5003918,-5,0
5003918,-6,C
5003918,-7,0
5003918,-8,C
5003918,-9,0
5003918,-10,C
5003918,-11,2
5003918,-12,C
5003918,-13,X
5003918,-14,1
5003918,-15,C
5003918,-16,0
5003918,-17,0
5003918,-18,C
5003918,-19,X
5003918,-20,C
5003918,-21,3
5014062,0,0
5014062,-1,X
5014062,-2,C
5014062,-3,C
5014062,-4,0
5014062,-5,C
5014062,-6,C
5014062,-7,2
5014062,-8,1
5014062,-9,C
5014062,-10,C
5014062,-11,C
5014062,-12,0
5014062,-13,0
5014062,-14,1
5014062,-15,0
5014062,-16,C
5817044,0,1
5817044,-1,C
5817044,-2,0
5817044,-3,0
5817044,-4,C
5817044,-5,1
5817044,-6,C
5817044,-7,C
5817044,-8,C
5817044,-9,C
5817044,-10,C
5817044,-11,C
5817044,-12,0
5817044,-13,C
5817044,-14,C
5817044,-15,0
5809181,0,C
5809181,-1,C
5809181,-2,C
5809181,-3,0
5809181,-4,2
5809181,-5,C
5809181,-6,C
5809181,-7,0
5809181,-8,0
5809181,-9,C
5809181,-10,C
5809181,-11,C
5403044,0,0
5403044,-1,0
5403044,-2,0
5627980,0,0
5627980,-1,0
5627980,-2,0
5627980,-3,0
5627980,-4,0
5627980,-5,C
5627980,-6,C
5384262,0,0
5384262,-1,0
5384262,-2,0
5384262,-3,C
5384262,-4,C
5384262,-5,0
5384262,-6,C
5384262,-7,0
5384262,-8,X
5384262,-9,C
5384262,-10,C
5384262,-11,0
5384262,-12,C
5384262,-13,C
5384262,-14,C
5384262,-15,C
5384262,-16,3
5384262,-17,0
5384262,-18,C
5384262,-19,0
5384262,-20,0
5384262,-21,0
5249054,0,C
5249054,-1,C
5249054,-2,C
5249054,-3,X
5249054,-4,C
5249054,-5,C
5249054,-6,0
5249054,-7,0
5249054,-8,C
5249054,-9,3
5249054,-10,C
5067298,0,0
5067298,-1,C
5067298,-2,C
5067298,-3,C
5067298,-4,C
5067298,-5,0
5067298,-6,0
5339778,0,C
5339778,-1,C
5339778,-2,3
5339778,-3,C
5339778,-4,C
5339778,-5,X
5339778,-6,X
5339778,-7,C
5339778,-8,0
5339778,-9,0
5339778,-10,0
5339778,-11,X
5339778,-12,0
5339778,-13,0
5853198,0,C
5853198,-1,0
5853198,-2,0
5853198,-3,C
5853198,-4,X
5853198,-5,0
5853198,-6,0
5853198,-7,C
5853198,-8,C
5853198,-9,0
5853198,-10,C
5853198,-11,C
5853198,-12,0
5853198,-13,0
5853198,-14,0
5171973,0,C
5171973,-1,3
5171973,-2,C
5171973,-3,C
5171973,-4,X
5171973,-5,C
5171973,-6,0
5171973,-7,C
5171973,-8,C
5171973,-9,0
5171973,-10,0
5171973,-11,0
5171973,-12,C
5171973,-13,C
5171973,-14,X
5171973,-15,C
5171973,-16,0
5330756,0,0
5330756,-1,0
5330756,-2,C
5330756,-3,C
5330756,-4,C
5330756,-5,0
5330756,-6,0
5330756,-7,C
5330756,-8,3
5330756,-9,C
5330756,-10,2
5330756,-11,0
5330756,-12,0
5330756,-13,C
5330756,-14,C
5330756,-15,X
5330756,-16,C
5313679,0,C
5313679,-1,X
5313679,-2,0
5313679,-3,C
5313679,-4,C
5313679,-5,C
5081095,0,C
5081095,-1,C
5081095,-2,X
5081095,-3,2
5081095,-4,0
5081095,-5,C
5081095,-6,0
5081095,-7,0
5081095,-8,0
5081095,-9,1
5081095,-10,0
5081095,-11,0
5081095,-12,C
5081095,-13,C
5081095,-14,0
5082748,0,0
5082748,-1,X
5082748,-2,X
5082748,-3,C
5082748,-4,C
5082748,-5,0
5082748,-6,C
5082748,-7,0
5082748,-8,C
5082748,-9,0
5082748,-10,C
5082748,-11,C
5082748,-12,0
5082748,-13,C
5139686,0,0
5139686,-1,C
5139686,-2,C
5139686,-3,C
5139686,-4,C
5139686,-5,X
5139686,-6,C
5139686,-7,0
5139686,-8,X
5139686,-9,1
5139686,-10,X
5139686,-11,0
5139686,-12,1
5139686,-13,C
5139686,-14,X
5139686,-15,C
5139686,-16,X
5139686,-17,0
